# LAMMPS data file

200 atoms
0 bonds

1 atom types
0 bond types

0.000000000      10.0     xlo xhi
0.000000000      20.0     ylo yhi
0.000000000      100.0    zlo zhi

Masses

1 1.000000000      # C

Atoms

1	1	1	0	0	0	0
2	1	1	0	1	0	0
3	1	1	0	2	0	0
4	1	1	0	3	0	0
5	1	1	0	4	0	0
6	1	1	0	5	0	0
7	1	1	0	6	0	0
8	1	1	0	7	0	0
9	1	1	0	8	0	0
10	1	1	0	9	0	0
11	1	1	0	0	1	0
12	1	1	0	1	1	0
13	1	1	0	2	1	0
14	1	1	0	3	1	0
15	1	1	0	4	1	0
16	1	1	0	5	1	0
17	1	1	0	6	1	0
18	1	1	0	7	1	0
19	1	1	0	8	1	0
20	1	1	0	9	1	0
21	1	1	0	0	2	0
22	1	1	0	1	2	0
23	1	1	0	2	2	0
24	1	1	0	3	2	0
25	1	1	0	4	2	0
26	1	1	0	5	2	0
27	1	1	0	6	2	0
28	1	1	0	7	2	0
29	1	1	0	8	2	0
30	1	1	0	9	2	0
31	1	1	0	0	3	0
32	1	1	0	1	3	0
33	1	1	0	2	3	0
34	1	1	0	3	3	0
35	1	1	0	4	3	0
36	1	1	0	5	3	0
37	1	1	0	6	3	0
38	1	1	0	7	3	0
39	1	1	0	8	3	0
40	1	1	0	9	3	0
41	1	1	0	0	4	0
42	1	1	0	1	4	0
43	1	1	0	2	4	0
44	1	1	0	3	4	0
45	1	1	0	4	4	0
46	1	1	0	5	4	0
47	1	1	0	6	4	0
48	1	1	0	7	4	0
49	1	1	0	8	4	0
50	1	1	0	9	4	0
51	1	1	0	0	5	0
52	1	1	0	1	5	0
53	1	1	0	2	5	0
54	1	1	0	3	5	0
55	1	1	0	4	5	0
56	1	1	0	5	5	0
57	1	1	0	6	5	0
58	1	1	0	7	5	0
59	1	1	0	8	5	0
60	1	1	0	9	5	0
61	1	1	0	0	6	0
62	1	1	0	1	6	0
63	1	1	0	2	6	0
64	1	1	0	3	6	0
65	1	1	0	4	6	0
66	1	1	0	5	6	0
67	1	1	0	6	6	0
68	1	1	0	7	6	0
69	1	1	0	8	6	0
70	1	1	0	9	6	0
71	1	1	0	0	7	0
72	1	1	0	1	7	0
73	1	1	0	2	7	0
74	1	1	0	3	7	0
75	1	1	0	4	7	0
76	1	1	0	5	7	0
77	1	1	0	6	7	0
78	1	1	0	7	7	0
79	1	1	0	8	7	0
80	1	1	0	9	7	0
81	1	1	0	0	8	0
82	1	1	0	1	8	0
83	1	1	0	2	8	0
84	1	1	0	3	8	0
85	1	1	0	4	8	0
86	1	1	0	5	8	0
87	1	1	0	6	8	0
88	1	1	0	7	8	0
89	1	1	0	8	8	0
90	1	1	0	9	8	0
91	1	1	0	0	9	0
92	1	1	0	1	9	0
93	1	1	0	2	9	0
94	1	1	0	3	9	0
95	1	1	0	4	9	0
96	1	1	0	5	9	0
97	1	1	0	6	9	0
98	1	1	0	7	9	0
99	1	1	0	8	9	0
100	1	1	0	9	9	0
101	1	1	0	0	10	0
102	1	1	0	1	10	0
103	1	1	0	2	10	0
104	1	1	0	3	10	0
105	1	1	0	4	10	0
106	1	1	0	5	10	0
107	1	1	0	6	10	0
108	1	1	0	7	10	0
109	1	1	0	8	10	0
110	1	1	0	9	10	0
111	1	1	0	0	11	0
112	1	1	0	1	11	0
113	1	1	0	2	11	0
114	1	1	0	3	11	0
115	1	1	0	4	11	0
116	1	1	0	5	11	0
117	1	1	0	6	11	0
118	1	1	0	7	11	0
119	1	1	0	8	11	0
120	1	1	0	9	11	0
121	1	1	0	0	12	0
122	1	1	0	1	12	0
123	1	1	0	2	12	0
124	1	1	0	3	12	0
125	1	1	0	4	12	0
126	1	1	0	5	12	0
127	1	1	0	6	12	0
128	1	1	0	7	12	0
129	1	1	0	8	12	0
130	1	1	0	9	12	0
131	1	1	0	0	13	0
132	1	1	0	1	13	0
133	1	1	0	2	13	0
134	1	1	0	3	13	0
135	1	1	0	4	13	0
136	1	1	0	5	13	0
137	1	1	0	6	13	0
138	1	1	0	7	13	0
139	1	1	0	8	13	0
140	1	1	0	9	13	0
141	1	1	0	0	14	0
142	1	1	0	1	14	0
143	1	1	0	2	14	0
144	1	1	0	3	14	0
145	1	1	0	4	14	0
146	1	1	0	5	14	0
147	1	1	0	6	14	0
148	1	1	0	7	14	0
149	1	1	0	8	14	0
150	1	1	0	9	14	0
151	1	1	0	0	15	0
152	1	1	0	1	15	0
153	1	1	0	2	15	0
154	1	1	0	3	15	0
155	1	1	0	4	15	0
156	1	1	0	5	15	0
157	1	1	0	6	15	0
158	1	1	0	7	15	0
159	1	1	0	8	15	0
160	1	1	0	9	15	0
161	1	1	0	0	16	0
162	1	1	0	1	16	0
163	1	1	0	2	16	0
164	1	1	0	3	16	0
165	1	1	0	4	16	0
166	1	1	0	5	16	0
167	1	1	0	6	16	0
168	1	1	0	7	16	0
169	1	1	0	8	16	0
170	1	1	0	9	16	0
171	1	1	0	0	17	0
172	1	1	0	1	17	0
173	1	1	0	2	17	0
174	1	1	0	3	17	0
175	1	1	0	4	17	0
176	1	1	0	5	17	0
177	1	1	0	6	17	0
178	1	1	0	7	17	0
179	1	1	0	8	17	0
180	1	1	0	9	17	0
181	1	1	0	0	18	0
182	1	1	0	1	18	0
183	1	1	0	2	18	0
184	1	1	0	3	18	0
185	1	1	0	4	18	0
186	1	1	0	5	18	0
187	1	1	0	6	18	0
188	1	1	0	7	18	0
189	1	1	0	8	18	0
190	1	1	0	9	18	0
191	1	1	0	0	19	0
192	1	1	0	1	19	0
193	1	1	0	2	19	0
194	1	1	0	3	19	0
195	1	1	0	4	19	0
196	1	1	0	5	19	0
197	1	1	0	6	19	0
198	1	1	0	7	19	0
199	1	1	0	8	19	0
200	1	1	0	9	19	0
